language;allowance_id;theme;group_by;financing_category;financing_id;financing_label;financing_year;financing_type;budget_or_final;donor_type;allowance_label
fr;10;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne physique;Donateur/trice: Hug Piero, Acteur/trice: Les VERT-E-S suisses, Berne
fr;1039;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne physique;Donateur/trice: Schwander Achim, Acteur/trice: Sozialdemokratische Partei der Schweiz, Bern
fr;1042;allowances;alphabetical;Financement des campagnes;5;09.06.2024 Maximum 10 % du revenu pour les primes d’assurance-maladie (initiative d’allègement des primes);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: economiesuisse, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;1045;allowances;alphabetical;Financement des campagnes;5;09.06.2024 Maximum 10 % du revenu pour les primes d’assurance-maladie (initiative d’allègement des primes);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Zürcher Handelskammer, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;1046;allowances;alphabetical;Financement des campagnes;5;09.06.2024 Maximum 10 % du revenu pour les primes d’assurance-maladie (initiative d’allègement des primes);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: KMU- und Gewerbeverband Kanton Zürich, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;105;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Grünliberale Partei Schweiz, Acteur/trice: Grünliberale Kanton Thurgau, Frauenfeld
fr;1050;allowances;alphabetical;Financement des campagnes;5;09.06.2024 Maximum 10 % du revenu pour les primes d’assurance-maladie (initiative d’allègement des primes);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Zürcher Handelskammer, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;107;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Supporterclub der FDP.Die Liberalen Kanton Bern, Acteur/trice: FDP.Die Liberalen Kanton Bern, Bern
fr;1074;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: WWF Schweiz, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;1075;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Volkart Stiftung, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;1076;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Clima Now, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;1077;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Oak Foundation, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;1078;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Greenpeace, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;1079;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Solarspar, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;108;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: FDP Schweiz, Acteur/trice: FDP.Die Liberalen Kanton Bern, Bern
fr;1080;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Schweizerische Energiestiftung, Acteur/trice: Fondation Suisse de l'Energie, Zurich
fr;11;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Bären Club: Der Gönnerverein der SVP Kanton Bern, Acteur/trice: Überparteiliches Wahlkomitee Werner Salzmann in den Ständerat, Mülchi
fr;110;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Schweizerischer Gewerbeverband sgv, Acteur/trice: Schneeberger Daniela, Thürnen
fr;111;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Schweizerischer Gewerbeverband, Acteur/trice: Brunner Hansjörg, Wallenwil
fr;112;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Hauseigentümerverband Kanton Zürich, Acteur/trice: Rueff-Frenkel Sonja, Zürich
fr;1128;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Zürcher Handelskammer, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1129;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Zürcher Handelskammer, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;113;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Schweizerischer Arbeitgeberverband, Acteur/trice: Grünliberale Partei Schweiz, Bern
fr;1130;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: economiesuisse, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1131;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Schweizerischer Gewerbeverband, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1132;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: economiesuisse, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1133;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Schweizerischer Arbeitgeberverband, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1134;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Schweizerischer Gewerbeverband, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1135;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: economiesuisse, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1136;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Schweizerischer Arbeitgeberverband, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1137;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Fédération des entreprises romandes Genève, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1138;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Fédération des entreprises romandes Genève, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1139;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Schweizerischer Gewerbeverband, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;114;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Nokté Média Sàrl, Acteur/trice: Association Nasrat Latif au Conseil national, Lausanne
fr;1140;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: economiesuisse, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1141;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Swissmem, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1142;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Swissmem, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1143;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;"Donateur/trice: Swissmem, Acteur/trice: Allianz ""Nein zur 13. AHV-Rente"", Zürich"
fr;1146;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: economiesuisse, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1147;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Swiss Re Management Ltd., Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1148;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne physique;Donateur/trice: Ehinger Oliver, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1149;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Bonny Stiftung für Freiheit, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1150;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Freunde der FDP, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1151;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Stiftung Gambit, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1152;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Zürcher Handelskammer, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1153;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: UBS AG, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1154;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Swiss Re Management Ltd., Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;1155;allowances;alphabetical;Financement des campagnes;4;03.03.2024 Pour une prévoyance vieillesse sûre et pérenne (initiative sur les rentes);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Arbeitgeberverband der Banken in der Schweiz, Acteur/trice: Komitee Renteninitiative Ja, Zürich
fr;117;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Touring Club Schweiz, Acteur/trice: Richner Simone, Bern
fr;118;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: TCS Sektion Wallis, Acteur/trice: Bregy Philipp Matthias, Naters
fr;119;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: TCS Schweiz, Acteur/trice: Bregy Philipp Matthias, Naters
fr;1195;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Gewerkschaft des Verkehrspersonals SEV, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1196;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Gewerkschaft syndicom, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1197;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Gewerkschaft Unia, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1198;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Verband öffentliches Personal VPOD, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1199;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Syndicat interprofessionnel de travailleuses et travailleurs SIT, Acteur/trice: Union syndicale suisse (USS), Berne
fr;12;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Grünliberale Partei Schweiz, Acteur/trice: Grünliberale Partei des Kantons Solothurn, Solothurn
fr;1200;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: PVB, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1201;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: SBPV, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1202;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: garanto, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1203;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: SSM, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1204;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: AvenirSocial, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1205;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Kapers, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1206;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: SMV, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1207;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: SzeneSchweiz, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1208;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Helvetica, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1209;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Nautilus, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1210;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: ESPA, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1211;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: Association des Amis de Jost Steiger, Acteur/trice: Union syndicale suisse (USS), Berne
fr;1212;allowances;alphabetical;Financement des campagnes;3;03.03.2024 Mieux vivre à la retraite (initiative pour une 13e rente AVS);;campaign_financing;Montants finaux;personne morale ou société de personnes;Donateur/trice: SGB, Acteur/trice: Union syndicale suisse (USS), Berne
fr;122;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Walliser Gewerbeverband, Acteur/trice: Bregy Philipp Matthias, Naters
fr;1234;allowances;alphabetical;Financement des campagnes;6;09.06.2024 Pour des primes plus basses. Frein aux coûts dans le système de santé (initiative pour un frein aux coûts);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: economiesuisse, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;1235;allowances;alphabetical;Financement des campagnes;6;09.06.2024 Pour des primes plus basses. Frein aux coûts dans le système de santé (initiative pour un frein aux coûts);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Zürcher Handelskammer, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;1236;allowances;alphabetical;Financement des campagnes;6;09.06.2024 Pour des primes plus basses. Frein aux coûts dans le système de santé (initiative pour un frein aux coûts);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Zürcher Handelskammer, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;1237;allowances;alphabetical;Financement des campagnes;6;09.06.2024 Pour des primes plus basses. Frein aux coûts dans le système de santé (initiative pour un frein aux coûts);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: KMU- und Gewerbeverband Kanton Zürich, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;1238;allowances;alphabetical;Financement des campagnes;6;09.06.2024 Pour des primes plus basses. Frein aux coûts dans le système de santé (initiative pour un frein aux coûts);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: F. Hoffmann-La Roche AG, Acteur/trice: Allianz 2x Nein zu den Gesundheitsinitiativen, Bern
fr;124;allowances;alphabetical;Financement des campagnes;1;22.10.2023 Élections au Conseil national 2023;2023;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Schweizerischer Gewerbeverband, Acteur/trice: Bregy Philipp Matthias, Naters
fr;1242;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Freie Landschaft, Acteur/trice: Bündnis für Natur und Landschaft Schweiz, Bern
fr;1243;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne physique;Donateur/trice: Famille Hug Piero, Acteur/trice: Bündnis für Natur und Landschaft Schweiz, Bern
fr;1244;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Alpiq SA, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1245;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Groupe E SA, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1246;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Romande Energie SA, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1247;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Ville de Lausanne, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1248;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Electricita svizzera italiana, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1249;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Verband Schweizerischer Elektrizitätsunternehmen VSE, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1250;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: economiesuisse, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1251;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Schweizerisch-Lichtensteinischer Gebäudetechnikerverband (suissetec), Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1252;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: EBL (Genossenschaft Elektra Baselland), Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1253;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: FMV SA, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1254;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: Axpo Holding AG, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
fr;1255;allowances;alphabetical;Financement des campagnes;8;09.06.2024 Loi fédérale du 29 septembre 2023 relative à un approvisionnement en électricité sûr reposant sur des énergies renouvelables (modification de la loi sur l’énergie et de la loi sur l’approvisionnement en électricité);;campaign_financing;Montants budgétés;personne morale ou société de personnes;Donateur/trice: auto-schweiz Vereinigung Schweizer Automobil-Importeure, Acteur/trice: Allianz für eine sichere Stromversorgung, Bern
