declaration_id;candidate_count;candidate_party;candidate_canton;language;category;financing_id;with_budget;event_label;event_year;event_date;source_path;file_sha256;data_status;disclosure_run;date;actor_id;actor;actor_type;campaign_id;campaign;campaign_for;form_id;disclosure_report;total_income_chf;monetary_donations_chf;nonmonetary_donations_value_chf;event_income_chf;goods_services_income_chf;monetary_own_funds_chf;membership_fees_chf;mandate_contributions_income_chf
elections-1-F-129;1;Indépendant;dans toute la Suisse;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;WWF Suisse;Personne morale ou société de personnes;;Wahlen 2023 - Umweltrating, Information und Mobilisierung (keine finanzielle Unterstützung von Parteien oder Kandidierenden) (dans toute la Suisse, Indépendant);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;174612.41;0.0;74421.81;0.0;0.0;100190.6;;
elections-1-F-130;1;Union Démocratique du Centre;Saint-Gall;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Gartmann Walter;Personne physique;;Gartmann Walter (Saint-Gall, Union Démocratique du Centre);Personne individuelle;;Déclaration du décompte final des recettes;43970.0;14850.0;1970.0;0.0;0.0;27150.0;;
elections-1-F-131;1;Les VERT-E-S suisses;dans toute la Suisse;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Jeunes Vert-e-s Suisse;Personne morale ou société de personnes;;Kandidierende Junge Grüne Schweiz (dans toute la Suisse, Les VERT-E-S suisses);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;135095.45;120203.35;3200.0;0.0;0.0;11692.1;;
elections-1-F-132;36;Parti vert'libéral;Vaud;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Parti vert'libéral vaudois;Personne morale ou société de personnes;;Pointet François (Vaud, Parti vert'libéral), Weber Céline (Vaud, Parti vert'libéral), Schaller Graziella (Vaud, Parti vert'libéral), Miéville Laurent (Vaud, Parti vert'libéral), Vionnet Blaise (Vaud, Parti vert'libéral), Cavalli Virginie (Vaud, Parti vert'libéral), De Benedictis Jerome (Vaud, Parti vert'libéral), Albiker Pochon Caroline (Vaud, Parti vert'libéral), Humbert Sébastien (Vaud, Parti vert'libéral), Diserens Véronique (Vaud, Parti vert'libéral), Paquier Mathias (Vaud, Parti vert'libéral), de la Baume Charlotte (Vaud, Parti vert'libéral), Favre Jean-Claude (Vaud, Parti vert'libéral), Fankhauser Carmen (Vaud, Parti vert'libéral), Jaccard Sylvain (Vaud, Parti vert'libéral), Eggert Nina (Vaud, Parti vert'libéral), Dupertuis Michael (Vaud, Parti vert'libéral), Favre Guy (Vaud, Parti vert'libéral), Richard Claire (Vaud, Parti vert'libéral), Bolomey Olivier (Vaud, Parti vert'libéral), Cavalli Jean (Vaud, Parti vert'libéral), Renaud Céline (Vaud, Parti vert'libéral), Longchamp Nadège (Vaud, Parti vert'libéral), Chapuisat Jean-François (Vaud, Parti vert'libéral), Lude Nathalie (Vaud, Parti vert'libéral), Béguin Jean-Marc (Vaud, Parti vert'libéral), Pillet Line (Vaud, Parti vert'libéral), Albers Simon (Vaud, Parti vert'libéral), Pointet Cloé (Vaud, Parti vert'libéral), Girod Jennifer (Vaud, Parti vert'libéral), Repond Nathanaël (Vaud, Parti vert'libéral), Wasilewski Laureline (Vaud, Parti vert'libéral), Baehler Mélanie (Vaud, Parti vert'libéral), Maeder Michael (Vaud, Parti vert'libéral), milliet Alexandre (Vaud, Parti vert'libéral), Currat Mehdi (Vaud, Parti vert'libéral);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;132150.0;113519.0;0.0;0.0;0.0;18631.0;;
elections-1-F-133;1;Parti évangélique suisse;dans toute la Suisse;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Evangelische Volkspartei der Schweiz;Personne morale ou société de personnes;;EVP Schweiz (dans toute la Suisse, Parti évangélique suisse);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;267606.0;64611.0;1440.0;3047.0;68837.0;129671.0;;
elections-1-F-134;1;Parti socialiste suisse;Grisons;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Sozialdemokratische Partei des Kantons Graubünden;Personne morale ou société de personnes;;Jon Pult, Franziska Preisig, Renate Rutishauser, Michal Hohl, Tobias Rettich (Grisons, Parti socialiste suisse);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;151403.0;102822.0;2081.0;0.0;0.0;46500.0;;
elections-1-F-135;1;Le Centre;Glaris;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Trummer Andrea;Personne physique;;Trummer Andrea (Glaris, Le Centre);Personne individuelle;;Déclaration du décompte final des recettes;86636.0;62850.0;2610.0;2746.0;0.0;18430.0;;
elections-1-F-136;6;Parti vert'libéral;Thurgovie;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Grünliberale Kanton Thurgau;Personne morale ou société de personnes;;Fisch Ulrich (Thurgovie, Parti vert'libéral), Zeitner Nicole (Thurgovie, Parti vert'libéral), Leuthold Stefan (Thurgovie, Parti vert'libéral), Sommer Olivia (Thurgovie, Parti vert'libéral), Rüegg Marco (Thurgovie, Parti vert'libéral), Pagnoncini Christina (Thurgovie, Parti vert'libéral);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;85274.67;56131.0;455.4;0.0;0.0;28668.27;;
elections-1-F-137;1;Union Démocratique du Centre;Zurich;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Schläpfer Therese;Personne physique;;Schläpfer Therese (Zurich, Union Démocratique du Centre);Personne individuelle;;Déclaration du décompte final des recettes;88700.0;29000.0;0.0;0.0;0.0;59700.0;;
elections-1-F-138;1;Parti vert'libéral;Zurich;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Hässig Patrick;Personne physique;;Hässig Patrick (Zurich, Parti vert'libéral);Personne individuelle;;Déclaration du décompte final des recettes;70000.0;15000.0;5000.0;0.0;0.0;50000.0;;
elections-1-F-139;1;Autres partis politiques;dans toute la Suisse;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Association suisse des banquiers (SwissBanking);Personne morale ou société de personnes;;Wahlkampfunterstützung für einen zukunftsfähigen Finanzplatz (FDP, SVP, die Mitte, Glp) (dans toute la Suisse, Autres partis politiques);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;51000.0;0.0;0.0;0.0;0.0;51000.0;;
elections-1-F-140;24;PLR.Les Libéraux-Radicaux;Berne;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;FDP.Die Liberalen Kanton Bern;Personne morale ou société de personnes;;Wasserfallen Christian (Berne, PLR.Les Libéraux-Radicaux), Aeschlimann Heidi (Berne, PLR.Les Libéraux-Radicaux), Arn Daniel (Berne, PLR.Les Libéraux-Radicaux), Béguin-Jünge Barbara (Berne, PLR.Les Libéraux-Radicaux), Bircher Laura (Berne, PLR.Les Libéraux-Radicaux), Deckert Madeleine (Berne, PLR.Les Libéraux-Radicaux), Dürr Oliver (Berne, PLR.Les Libéraux-Radicaux), Fehrensen Jana (Berne, PLR.Les Libéraux-Radicaux), Haudenschild Peter (Berne, PLR.Les Libéraux-Radicaux), Hess Sandra (Berne, PLR.Les Libéraux-Radicaux), Heyer Virginie (Berne, PLR.Les Libéraux-Radicaux), Hügli Kästli Franziska (Berne, PLR.Les Libéraux-Radicaux), Karlen Raphaël (Berne, PLR.Les Libéraux-Radicaux), Richner Simone (Berne, PLR.Les Libéraux-Radicaux), Riesen Yannik (Berne, PLR.Les Libéraux-Radicaux), Schär Andreas (Berne, PLR.Les Libéraux-Radicaux), Schär Hans (Berne, PLR.Les Libéraux-Radicaux), Sejk Nicole (Berne, PLR.Les Libéraux-Radicaux), Siegenthaler Mathias (Berne, PLR.Les Libéraux-Radicaux), Steidle Silvia (Berne, PLR.Les Libéraux-Radicaux), Trachsel Virginie (Berne, PLR.Les Libéraux-Radicaux), Weber Markus (Berne, PLR.Les Libéraux-Radicaux), Wyss Andreas (Berne, PLR.Les Libéraux-Radicaux), Zimmerli Christoph (Berne, PLR.Les Libéraux-Radicaux);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;200000.0;133482.25;0.0;0.0;0.0;66517.75;;
elections-1-F-141;28;;Schwytz;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Sozialdemokratische Partei des Kantons Schwyz;Personne morale ou société de personnes;;Muffler Carmen (Schwytz, Parti socialiste suisse), Prelicz Jonathan (Schwytz, Parti socialiste suisse), Chaix Antoine (Schwytz, Parti socialiste suisse), Anderegg Marty Elsbeth (Schwytz, Parti socialiste suisse), Ruoss Nathalie (Schwytz, Autres partis politiques), Achermann Lukas (Schwytz, Autres partis politiques), Kingsman Lucy (Schwytz, Autres partis politiques), Picozzi Bran (Schwytz, Autres partis politiques), Berisha Kushtrim (Schwytz, Parti socialiste suisse), Bilyavska Camenzind Iryna  (Schwytz, Parti socialiste suisse), Raña Martin (Schwytz, Parti socialiste suisse), Baumgartl Ulrike (Schwytz, Parti socialiste suisse), Schelbert Petra (Schwytz, Autres partis politiques), Poschung Rahel (Schwytz, Autres partis politiques), Müller Flavia (Schwytz, Autres partis politiques), Schneller Amanda (Schwytz, Autres partis politiques), Dockx Els (Schwytz, Parti socialiste suisse), Dzemailji Leon (Schwytz, Parti socialiste suisse), Scheidegger Linda (Schwytz, Autres partis politiques), Studer-Seeholzer Ursula (Schwytz, Autres partis politiques), Betschart Marion (Schwytz, Les VERT-E-S suisses), Imbaumgarten Andreas (Schwytz, Les VERT-E-S suisses), Heinzer Dave (Schwytz, Les VERT-E-S suisses), Hecke Judit (Schwytz, Les VERT-E-S suisses), Imlig Nerea (Schwytz, Autres partis politiques), Studer Philipp (Schwytz, Autres partis politiques), Hediger Sina (Schwytz, Autres partis politiques), Schnellmann Luca (Schwytz, Autres partis politiques);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;162840.68;95933.15;679.0;0.0;0.0;66228.53;;
elections-1-F-142;7;Les VERT-E-S suisses;Bâle-Campagne;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Grüne Baselland;Personne morale ou société de personnes;;Brenzikofer Florence (Bâle-Campagne, Les VERT-E-S suisses), Durrer Michael (Bâle-Campagne, Les VERT-E-S suisses), Sulzer Andrea (Bâle-Campagne, Les VERT-E-S suisses), Bänziger Rahel (Bâle-Campagne, Les VERT-E-S suisses), Hasanaj Gzim (Bâle-Campagne, Les VERT-E-S suisses), Zbinden Dominique (Bâle-Campagne, Les VERT-E-S suisses), Agostini Marco (Bâle-Campagne, Les VERT-E-S suisses);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;64763.01;25210.0;450.0;554.6;468.7;38079.7;;
elections-1-F-143;8;PLR.Les Libéraux-Radicaux;Fribourg;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;PLR.Les Libéraux-Radicaux du canton de Fribourg;Personne morale ou société de personnes;;Gapany  Johanna (Fribourg, PLR.Les Libéraux-Radicaux), Brodard Claude (Fribourg, PLR.Les Libéraux-Radicaux), Chardonnens Christophe (Fribourg, PLR.Les Libéraux-Radicaux), Gobet Nadine (Fribourg, PLR.Les Libéraux-Radicaux), Kaufmann Andrea (Fribourg, PLR.Les Libéraux-Radicaux), Koelbener Nicole (Fribourg, PLR.Les Libéraux-Radicaux), Robatel Pauline (Fribourg, PLR.Les Libéraux-Radicaux), Michellod Savio (Fribourg, PLR.Les Libéraux-Radicaux);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;197000.0;97000.0;3000.0;5600.0;0.0;91400.0;;
elections-1-F-144;1;Indépendant;dans toute la Suisse;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Umweltallianz;Personne morale ou société de personnes;;Wahlen 2023 - Umweltrating, Information und Mobilisierung (keine finanzielle Unterstützung von Parteien oder Kandidierenden) (dans toute la Suisse, Indépendant);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;138422.17;64953.29;60829.32;0.0;0.0;12639.56;;
elections-1-F-145;12;Les VERT-E-S suisses;Saint-Gall;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;GRÜNE Kanton St. Gallen;Personne morale ou société de personnes;;Ryser Franziska (Saint-Gall, Les VERT-E-S suisses), Bosshard Daniel (Saint-Gall, Les VERT-E-S suisses), Würmli Rahel (Saint-Gall, Les VERT-E-S suisses), Sarbach Michael (Saint-Gall, Les VERT-E-S suisses), Grob Meret (Saint-Gall, Les VERT-E-S suisses), Fäh Marco (Saint-Gall, Les VERT-E-S suisses), Losa Jeannette (Saint-Gall, Les VERT-E-S suisses), Schwager Thomas (Saint-Gall, Les VERT-E-S suisses), Wyss Anita (Saint-Gall, Les VERT-E-S suisses), Huber Christian (Saint-Gall, Les VERT-E-S suisses), Zschokke Tanja (Saint-Gall, Les VERT-E-S suisses), Koller Sebastian (Saint-Gall, Les VERT-E-S suisses);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;148497.83;49091.67;14048.3;1332.0;0.0;84025.86;;
elections-1-F-146;1;Union Démocratique du Centre;Zoug;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Unterstützungskomitee für Thomas Aeschi;Personne morale ou société de personnes;;Aeschi Thomas (Zoug, Union Démocratique du Centre);Personne individuelle;;Déclaration du décompte final des recettes;97567.35;97567.35;0.0;0.0;0.0;0.0;;
elections-1-F-147;1;PLR.Les Libéraux-Radicaux;Zurich;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Rueff-Frenkel Sonja;Personne physique;;Rueff-Frenkel Sonja (Zurich, PLR.Les Libéraux-Radicaux);Personne individuelle;;Déclaration du décompte final des recettes;120000.0;113000.0;0.0;0.0;0.0;7000.0;;
elections-1-F-148;1;Parti vert'libéral;dans toute la Suisse;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Grünliberale Partei Schweiz;Personne morale ou société de personnes;;Nationalratswahlen 2023 (dans toute la Suisse, Parti vert'libéral);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;889864.66;127214.75;27378.91;7992.0;2279.0;725000.0;;
elections-1-F-149;1;PLR.Les Libéraux-Radicaux;Vaud;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Association Nasrat Latif au Conseil national;Personne morale ou société de personnes;;Latif Nasrat (Vaud, PLR.Les Libéraux-Radicaux);Personne individuelle;;Déclaration du décompte final des recettes;125787.0;49050.0;53000.0;21050.0;2687.0;0.0;;
elections-1-F-150;1;PLR.Les Libéraux-Radicaux;Vaud;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Comité EF 23 J. de Quattro;Personne morale ou société de personnes;;De Quattro Jacqueline (Vaud, PLR.Les Libéraux-Radicaux);Personne individuelle;;Déclaration du décompte final des recettes;113975.55;43010.0;32756.55;38209.0;0.0;0.0;;
elections-1-F-151;1;Indépendant;Zurich;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;scienceindustries;Personne morale ou société de personnes;;Wahlplattform 2023 (Zurich, Indépendant);Groupement politique des personnes candidates (saisie nominative pas possible);;Déclaration du décompte final des recettes;67059.16;0.0;27725.0;0.0;0.0;39334.16;;
elections-1-F-152;24;Parti socialiste suisse;Berne;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Jeunesse Socialiste du Canton de Berne;Personne morale ou société de personnes;;Bajraktar Michaela (Berne, Parti socialiste suisse), Blume Tanja (Berne, Parti socialiste suisse), Diener Vera  (Berne, Parti socialiste suisse), Diener Lisa (Berne, Parti socialiste suisse), Dubochet  Léa (Berne, Parti socialiste suisse), Faccio Vasquez Mayra Kyra (Berne, Parti socialiste suisse), Grossen  Mira (Berne, Parti socialiste suisse), Lehmann Päivi (Berne, Parti socialiste suisse), Rosatti  Lana Lulu (Berne, Parti socialiste suisse), Rothacher Maria (Berne, Parti socialiste suisse), Ryser Siri (Berne, Parti socialiste suisse), Ahmad Jameel Shahid (Berne, Parti socialiste suisse), Bührer Léon (Berne, Parti socialiste suisse), End Lennard (Berne, Parti socialiste suisse), Fedrigo Romano (Berne, Parti socialiste suisse), Gerber Laurin (Berne, Parti socialiste suisse), Gijsbers Lucas (Berne, Parti socialiste suisse), Güzel Leyla (Berne, Parti socialiste suisse), Mauduit Jonas (Berne, Parti socialiste suisse), Reusser  Jérémie (Berne, Parti socialiste suisse), Rothacher Linus (Berne, Parti socialiste suisse), Rüthy Sebastian (Berne, Parti socialiste suisse), Sägesser  Cyril Emanuel  (Berne, Parti socialiste suisse), Wäfler Ruedi (Berne, Parti socialiste suisse);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;63333.71;38550.0;0.0;0.0;0.0;24783.71;;
elections-1-F-153;4;Les VERT-E-S suisses;Bâle-Ville;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Grünes Bündnis;Personne morale ou société de personnes;;Arslan Sibel (Bâle-Ville, Les VERT-E-S suisses), Vergeat Jo (Bâle-Ville, Les VERT-E-S suisses), Goepfert Nicola (Bâle-Ville, Les VERT-E-S suisses), Hoppler Laurin (Bâle-Ville, Les VERT-E-S suisses);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;119536.15;54244.35;30430.0;0.0;0.0;34861.8;;
elections-1-F-154;7;Les VERT-E-S suisses;Fribourg;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Les VERT-E-S Fribourg;Personne morale ou société de personnes;;Andrey Gerhard (Fribourg, Les VERT-E-S suisses), Chauderna Margot  (Fribourg, Les VERT-E-S suisses), Ingold François (Fribourg, Les VERT-E-S suisses), Dingeldein Irène (Fribourg, Les VERT-E-S suisses), Mauron Valentine (Fribourg, Les VERT-E-S suisses), Senn Matthieu (Fribourg, Les VERT-E-S suisses), Spicher Nuria (Fribourg, Les VERT-E-S suisses);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;59651.75;30349.0;0.0;0.0;0.0;29302.75;;
elections-1-F-155;19;;;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Union suisse des arts et métiers;Personne morale ou société de personnes;;Burkart Thierry (Argovie, PLR.Les Libéraux-Radicaux), Jauslin Matthias (Argovie, PLR.Les Libéraux-Radicaux), Zuberbühler  David (Appenzell Rh.-Ext., Union Démocratique du Centre), Schneeberger Daniela (Bâle-Campagne, PLR.Les Libéraux-Radicaux), Müller Leo (Lucerne, Le Centre), Schilliger Peter (Lucerne, PLR.Les Libéraux-Radicaux), Cottier Damien (Neuchâtel, PLR.Les Libéraux-Radicaux), Paganini Nicolo (Saint-Gall, Le Centre), Hurter Thomas (Schaffhouse, Union Démocratique du Centre), Theiler Heinz (Schwytz, PLR.Les Libéraux-Radicaux), Brunner Hansjörg (Thurgovie, PLR.Les Libéraux-Radicaux), Gutjahr Diana (Thurgovie, Union Démocratique du Centre), Stark Jakob (Thurgovie, Union Démocratique du Centre), Regazzi Fabio (Tessin, Le Centre), Feller Olivier (Vaud, PLR.Les Libéraux-Radicaux), Bamert Ueli (Zurich, Union Démocratique du Centre), Bigler Hans-Ulrich (Zurich, Union Démocratique du Centre), Walliser Bruno (Zurich, Union Démocratique du Centre), Bregy Phillipp Matthias (Valais, Le Centre);Groupe de personnes candidates (liste nominative);;Déclaration du décompte final des recettes;405000.0;0.0;0.0;0.0;0.0;405000.0;;
elections-1-F-156;1;Le Centre;Fribourg;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Roth Pasquier Marie-France;Personne physique;;Roth Pasquier Marie-France (Fribourg, Le Centre);Personne individuelle;;Déclaration du décompte final des recettes;87486.0;44564.0;560.0;10608.0;0.0;31754.0;;
elections-1-F-157;1;Union Démocratique du Centre;Valais;fr;elections;1;FALSE;22.10.2023 Élections au Conseil national 2023;2023;22.10.2023;/api/frontend/latest/fr/downloads/financings/1?with_budget=false;3cb856f14befb5a070b4608cd34e2aeb5d53e431b077331e7c2d6e7778ab6663;13.11.24 10:15:43;Élections au Conseil national 2023;22.10.2023;;Graber Michael;Personne physique;;Graber Michael (Valais, Union Démocratique du Centre);Personne individuelle;;Déclaration du décompte final des recettes;77476.65;75500.0;1976.65;0.0;0.0;0.0;;
